District,S.No.,Parameters,Type,April,May,June,July,August,September,October,November,December,January,February,March,Total
Sangli,16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),1. Balance From Previous Month,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),2. Stocks Received,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),4. Stock Distributed,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),1. Balance From Previous Month,3000,3000,3000,3000,2500,2500,2000,2000,1600,2900,1500,1500,28500
Sangli,16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),2. Stocks Received,0,0,0,0,0,0,0,0,1500,0,0,0,1500
Sangli,16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),4. Stock Distributed,0,0,0,500,0,500,0,400,200,1400,0,0,3000
Sangli,16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),5. Total Stock,3000,3000,3000,2500,2500,2000,2000,1600,2900,1500,1500,1500,27000
Sangli,16.3.01,Stock Position of Oxytocin Injection,1. Balance From Previous Month,0,6000,5735,4200,3775,2400,9912,8692,600,8892,8692,8692,67590
Sangli,16.3.01,Stock Position of Oxytocin Injection,2. Stocks Received,6000,0,0,0,0,8692,0,0,8692,0,8692,0,32076
Sangli,16.3.01,Stock Position of Oxytocin Injection,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.01,Stock Position of Oxytocin Injection,4. Stock Distributed,0,265,1535,425,1375,1180,1220,8092,400,200,8692,0,23384
Sangli,16.3.01,Stock Position of Oxytocin Injection,5. Total Stock,6000,5735,4200,3775,2400,9912,8692,600,8892,8692,8692,8692,76282
Sangli,16.3.02,Stock Position of Gloves,1. Balance From Previous Month,44400,44400,44400,44400,9025,7800,7200,6950,6000,6000,6000,5950,232525
Sangli,16.3.02,Stock Position of Gloves,2. Stocks Received,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.02,Stock Position of Gloves,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.02,Stock Position of Gloves,4. Stock Distributed,0,0,0,35375,1225,600,250,950,0,0,50,250,38700
Sangli,16.3.02,Stock Position of Gloves,5. Total Stock,44400,44400,44400,9025,7800,7200,6950,6000,6000,6000,5950,5700,193825
Sangli,16.3.03,Stock Position of MVA Syringes,1. Balance From Previous Month,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.03,Stock Position of MVA Syringes,2. Stocks Received,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.03,Stock Position of MVA Syringes,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.03,Stock Position of MVA Syringes,4. Stock Distributed,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.03,Stock Position of MVA Syringes,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.04,Stock Position of Fluconazole Tablets,1. Balance From Previous Month,0,99000,99000,38000,5000,2000,0,0,0,0,0,0,243000
Sangli,16.3.04,Stock Position of Fluconazole Tablets,2. Stocks Received,99000,0,0,0,0,0,0,0,0,0,0,0,99000
Sangli,16.3.04,Stock Position of Fluconazole Tablets,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.04,Stock Position of Fluconazole Tablets,4. Stock Distributed,0,0,61000,33000,3000,2000,0,0,0,0,0,0,99000
Sangli,16.3.04,Stock Position of Fluconazole Tablets,5. Total Stock,99000,99000,38000,5000,2000,0,0,0,0,0,0,0,243000
Sangli,16.3.05,Stock Position of Blood Transfusion Sets,1. Balance From Previous Month,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.05,Stock Position of Blood Transfusion Sets,2. Stocks Received,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.05,Stock Position of Blood Transfusion Sets,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.05,Stock Position of Blood Transfusion Sets,4. Stock Distributed,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.05,Stock Position of Blood Transfusion Sets,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,1. Balance From Previous Month,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,2. Stocks Received,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,4. Stock Distributed,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.07,Stock Position of IFA Tablets,1. Balance From Previous Month,0,0,3255839,1113885,13000,15144105,5990100,4381843,1248955,216955,51955,0,31416637
Sangli,16.3.07,Stock Position of IFA Tablets,2. Stocks Received,0,3255939,0,0,15144105,3285938,0,0,0,0,0,0,21685982
Sangli,16.3.07,Stock Position of IFA Tablets,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.07,Stock Position of IFA Tablets,4. Stock Distributed,0,100,2141954,1100885,13000,12439943,1608257,3132888,1032000,165000,51955,0,21685982
Sangli,16.3.07,Stock Position of IFA Tablets,5. Total Stock,0,3255839,1113885,13000,15144105,5990100,4381843,1248955,216955,51955,0,0,31416637
Sangli,16.3.08,Stock Position of IFA Syrup (Paediatric),1. Balance From Previous Month,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.08,Stock Position of IFA Syrup (Paediatric),2. Stocks Received,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.08,Stock Position of IFA Syrup (Paediatric),3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.08,Stock Position of IFA Syrup (Paediatric),4. Stock Distributed,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.08,Stock Position of IFA Syrup (Paediatric),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),1. Balance From Previous Month,0,0,0,0,0,0,NA,0,0,0,0,0,0
Sangli,16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),2. Stocks Received,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),4. Stock Distributed,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.10,Stock Position of Vitamin A solution,1. Balance From Previous Month,0,6500,6500,2350,350,350,350,350,350,350,350,0,17800
Sangli,16.3.10,Stock Position of Vitamin A solution,2. Stocks Received,6500,0,0,0,0,0,0,0,0,0,0,0,6500
Sangli,16.3.10,Stock Position of Vitamin A solution,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.10,Stock Position of Vitamin A solution,4. Stock Distributed,0,0,4150,2000,0,0,0,0,0,0,350,0,6500
Sangli,16.3.10,Stock Position of Vitamin A solution,5. Total Stock,6500,6500,2350,350,350,350,350,350,350,350,0,0,17800
Sangli,16.3.11,Stock of ORS (New WHO formulation),1. Balance From Previous Month,400,300,100,90,90,142090,98730,51930,38730,32700,32700,32200,430060
Sangli,16.3.11,Stock of ORS (New WHO formulation),2. Stocks Received,0,0,0,0,142000,0,0,0,0,0,0,120000,262000
Sangli,16.3.11,Stock of ORS (New WHO formulation),3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.3.11,Stock of ORS (New WHO formulation),4. Stock Distributed,100,200,10,0,0,43360,46800,13200,6030,0,500,3000,113200
Sangli,16.3.11,Stock of ORS (New WHO formulation),5. Total Stock,300,100,90,90,142090,98730,51930,38730,32700,32700,32200,149200,578860
Sangli,16.4.1,Stock Position of 0.1 ml Syringes(AD),1. Balance From Previous Month,35000,26350,20800,41100,34000,30200,24200,29200,24200,20400,15410,57260,358120
Sangli,16.4.1,Stock Position of 0.1 ml Syringes(AD),2. Stocks Received,10000,0,24000,0,0,0,15000,0,0,0,46600,0,95600
Sangli,16.4.1,Stock Position of 0.1 ml Syringes(AD),3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.4.1,Stock Position of 0.1 ml Syringes(AD),4. Stock Distributed,18650,5550,3700,7100,3800,6000,10000,5000,3800,4990,4750,10860,84200
Sangli,16.4.1,Stock Position of 0.1 ml Syringes(AD),5. Total Stock,26350,20800,41100,34000,30200,24200,29200,24200,20400,15410,57260,46400,369520
Sangli,16.4.2,Stock Position of 0.5 ml Syringes(AD),1. Balance From Previous Month,114400,52000,2800,146800,137600,89800,27100,123900,89700,60300,21100,152800,1018300
Sangli,16.4.2,Stock Position of 0.5 ml Syringes(AD),2. Stocks Received,0,0,144000,0,0,0,120000,0,0,0,152800,0,416800
Sangli,16.4.2,Stock Position of 0.5 ml Syringes(AD),3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.4.2,Stock Position of 0.5 ml Syringes(AD),4. Stock Distributed,62400,49200,0,9200,47800,62700,23200,34200,29400,39200,21100,11500,389900
Sangli,16.4.2,Stock Position of 0.5 ml Syringes(AD),5. Total Stock,52000,2800,146800,137600,89800,27100,123900,89700,60300,21100,152800,141300,1045200
Sangli,16.4.3,Stock Position of 5.0 ml Syringes(Disposable),1. Balance From Previous Month,28260,24850,21650,40800,37250,34750,31825,40000,37470,35400,33250,37120,402625
Sangli,16.4.3,Stock Position of 5.0 ml Syringes(Disposable),2. Stocks Received,0,0,20000,0,0,0,16000,0,0,0,6000,0,42000
Sangli,16.4.3,Stock Position of 5.0 ml Syringes(Disposable),3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangli,16.4.3,Stock Position of 5.0 ml Syringes(Disposable),4. Stock Distributed,3410,3200,850,3550,2500,2925,7825,2530,2070,2150,2130,8150,41290
Sangli,16.4.3,Stock Position of 5.0 ml Syringes(Disposable),5. Total Stock,24850,21650,40800,37250,34750,31825,40000,37470,35400,33250,37120,28970,403335
Sangli,17.1,Number of cases of Infant deaths within 24 hrs of birth,TOTAL,8,14,12,7,8,14,7,3,5,5,6,8,97
Sangli,17.2.1,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being Sepsis,1. Up to 1 Weeks of Birth,2,5,2,1,NA,1,3,NA,1,1,3,1,20
Sangli,17.2.1,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being Sepsis,2. Between 1 week & 4 weeks of birth,1,1,NA,NA,2,2,1,NA,1,NA,1,NA,9
Sangli,17.2.1,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being Sepsis,3. Total,3,6,2,1,2,3,4,NA,2,1,4,1,29
Sangli,17.2.2,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being Asphyxia,1. Up to 1 Weeks of Birth,8,2,3,1,5,6,2,1,8,5,9,2,52
Sangli,17.2.2,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being Asphyxia,2. Between 1 week & 4 weeks of birth,1,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,5
Sangli,17.2.2,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being Asphyxia,3. Total,9,2,4,1,5,7,2,1,9,6,9,2,57
Sangli,17.2.3,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being LBW,1. Up to 1 Weeks of Birth,15,4,6,5,9,8,5,1,7,5,3,4,72
Sangli,17.2.3,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being LBW,2. Between 1 week & 4 weeks of birth,NA,1,NA,NA,1,3,2,NA,2,NA,NA,1,10
Sangli,17.2.3,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being LBW,3. Total,15,5,6,5,10,11,7,1,9,5,3,5,82
Sangli,17.2.4,"Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being other than Sepsis, Asphyxia and LBW",1. Up to 1 Weeks of Birth,32,25,18,12,12,25,15,NA,14,14,14,11,192
Sangli,17.2.4,"Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being other than Sepsis, Asphyxia and LBW",2. Between 1 week & 4 weeks of birth,2,4,2,2,1,4,3,1,1,1,2,2,25
Sangli,17.2.4,"Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being other than Sepsis, Asphyxia and LBW",3. Total,34,29,20,14,13,29,18,1,15,15,16,13,217
Sangli,17.3.1,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Pneumonia,1. Between 1 month and 11 months,1,10,3,NA,2,3,NA,NA,NA,NA,NA,1,20
Sangli,17.3.1,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Pneumonia,2. Between 1 year & 5 years,NA,3,NA,NA,1,2,NA,NA,NA,NA,1,NA,7
Sangli,17.3.1,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Pneumonia,3. Total,1,13,3,NA,3,5,NA,NA,NA,NA,1,1,27
Sangli,17.3.2,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Diarrhoea,1. Between 1 month and 11 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.3.2,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Diarrhoea,2. Between 1 year & 5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.3.2,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Diarrhoea,3. Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.3.3,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Fever related,1. Between 1 month and 11 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.3.3,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Fever related,2. Between 1 year & 5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.3.3,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Fever related,3. Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.3.4,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Measles,1. Between 1 month and 11 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.3.4,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Measles,2. Between 1 year & 5 years,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2
Sangli,17.3.4,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Measles,3. Total,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2
Sangli,17.3.5,"Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being other than Pneumonia, Diarrhoea, Fever related and Measles",1. Between 1 month and 11 months,5,6,5,4,9,16,6,2,9,5,8,5,80
Sangli,17.3.5,"Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being other than Pneumonia, Diarrhoea, Fever related and Measles",2. Between 1 year & 5 years,7,9,8,5,14,4,17,2,1,2,2,3,74
Sangli,17.3.5,"Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being other than Pneumonia, Diarrhoea, Fever related and Measles",3. Total,12,15,13,9,23,20,23,4,10,7,10,8,154
Sangli,17.4.1,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Diarrhoeal diseases,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.4.1,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Diarrhoeal diseases,2. 15-55 yrs.,1,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,5
Sangli,17.4.1,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Diarrhoeal diseases,3. Above 55 yrs.,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,3,6
Sangli,17.4.1,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Diarrhoeal diseases,4. Total,1,1,NA,1,1,2,1,1,NA,NA,NA,3,11
Sangli,17.4.2,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Tuberculosis,1. 6-14 yrs,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Sangli,17.4.2,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Tuberculosis,2. 15-55 yrs.,1,1,3,1,3,5,5,2,1,1,NA,3,26
Sangli,17.4.2,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Tuberculosis,3. Above 55 yrs.,1,NA,1,3,4,1,3,5,2,2,NA,2,24
Sangli,17.4.2,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Tuberculosis,4. Total,3,1,4,4,7,6,8,7,3,3,NA,5,51
Sangli,17.4.3,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Respiratory diseases including infections,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Sangli,17.4.3,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Respiratory diseases including infections,2. 15-55 yrs.,6,2,4,5,5,3,7,5,2,5,5,4,53
Sangli,17.4.3,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Respiratory diseases including infections,3. Above 55 yrs.,35,42,45,54,48,47,32,54,55,38,42,54,546
Sangli,17.4.3,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Respiratory diseases including infections,4. Total,41,44,49,59,53,50,39,59,57,43,47,59,600
Sangli,17.4.4,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Malaria,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.4.4,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Malaria,2. 15-55 yrs.,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2
Sangli,17.4.4,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Malaria,3. Above 55 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.4.4,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Malaria,4. Total,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2
Sangli,17.4.5,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being other Fever related,1. 6-14 yrs,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Sangli,17.4.5,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being other Fever related,2. 15-55 yrs.,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,4
Sangli,17.4.5,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being other Fever related,3. Above 55 yrs.,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2
Sangli,17.4.5,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being other Fever related,4. Total,2,1,NA,1,2,NA,NA,NA,1,NA,NA,NA,7
Sangli,17.4.6,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being HIV/AIDS,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.4.6,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being HIV/AIDS,2. 15-55 yrs.,5,3,4,3,9,3,6,7,4,3,6,5,58
Sangli,17.4.6,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being HIV/AIDS,3. Above 55 yrs.,NA,NA,NA,1,NA,NA,NA,NA,2,NA,1,2,6
Sangli,17.4.6,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being HIV/AIDS,4. Total,5,3,4,4,9,3,6,7,6,3,7,7,64
Sangli,17.4.7,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Heart disease or related to Hypertension,1. 6-14 yrs,2,1,1,2,1,NA,2,NA,NA,NA,NA,NA,9
Sangli,17.4.7,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Heart disease or related to Hypertension,2. 15-55 yrs.,73,83,80,84,80,79,80,79,72,60,73,67,910
Sangli,17.4.7,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Heart disease or related to Hypertension,3. Above 55 yrs.,184,218,213,287,317,255,210,225,200,266,211,225,2811
Sangli,17.4.7,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Heart disease or related to Hypertension,4. Total,259,302,294,373,398,334,292,304,272,326,284,292,3730
Sangli,17.4.8,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Neurological disease including strokes,1. 6-14 yrs,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3
Sangli,17.4.8,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Neurological disease including strokes,2. 15-55 yrs.,6,5,7,5,13,8,7,6,5,7,6,11,86
Sangli,17.4.8,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Neurological disease including strokes,3. Above 55 yrs.,28,27,30,24,29,39,20,20,32,29,28,33,339
Sangli,17.4.8,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Neurological disease including strokes,4. Total,34,32,37,31,43,47,27,26,37,36,34,44,428
Sangli,17.4.9(a),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Abortion,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.4.9(a),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Abortion,2. 15-49 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Sangli,17.4.9(a),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Abortion,3. Above 49 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.4.9(a),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Abortion,4. Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Sangli,17.4.9(b),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Obstructed or prolonged labour,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.4.9(b),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Obstructed or prolonged labour,2. 15-49 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.4.9(b),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Obstructed or prolonged labour,3. Above 49 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.4.9(b),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Obstructed or prolonged labour,4. Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.4.9(c),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Severe hypertesnion or fits,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.4.9(c),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Severe hypertesnion or fits,2. 15-49 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.4.9(c),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Severe hypertesnion or fits,3. Above 49 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.4.9(c),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Severe hypertesnion or fits,4. Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.4.9(d),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Bleeding,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.4.9(d),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Bleeding,2. 15-49 yrs,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Sangli,17.4.9(d),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Bleeding,3. Above 49 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.4.9(d),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Bleeding,4. Total,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Sangli,17.4.9(e),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being High Fever,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.4.9(e),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being High Fever,2. 15-49 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.4.9(e),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being High Fever,3. Above 49 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.4.9(e),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being High Fever,4. Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.4.9(f),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being other causes (excluding abortion; obstructed or prolonged labour; severe hypertension or fits;,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sangli,17.4.9(f),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being other causes (excluding abortion; obstructed or prolonged labour; severe hypertension or fits;,2. 15-49 yrs,1,NA,3,5,2,5,2,NA,2,NA,3,2,25
Sangli,17.4.9(f),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being other causes (excluding abortion; obstructed or prolonged labour; severe hypertension or fits;,3. Above 49 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
